subject_prefix,course_code,course_name,section,crn,instructor,schedule,type,status,credits
EXPOS-UA,EXPOS-UA 3,,009,15189,Staff,MW 3:30-6:10p,Lecture,Open,7
EXPOS-UA,EXPOS-UA 3,,010,15190,Staff,MW 12:30-3:15p,Lecture,Open,7
EXPOS-UA,EXPOS-UA 3,,011,15191,Staff,TR 12:30-3:15p,Lecture,Open,7
EXPOS-UA,EXPOS-UA 4,,002,15145,Staff,MW 9:30-10:45a,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,003,15146,Staff,TR 8-9:15a,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,004,15147,Staff,MW 4:55-6:10p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,005,15148,Staff,MW 11a-12:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,006,15149,Staff,TR 11a-12:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,007,15150,Staff,MW 12:30-1:45p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,008,15151,Staff,TR 12:30-1:45p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,009,15152,Staff,MW 11a-12:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,010,15153,Staff,TR 8-9:15a,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,013,15155,Staff,MW 11a-12:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,014,15156,Staff,MW 3:30-4:45p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,016,15157,Staff,MW 2-3:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,017,15158,Staff,TR 2-3:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,020,15159,Staff,MW 4:55-6:10p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,021,15160,Staff,TR 2-3:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,022,15161,Staff,TR 3:30-4:45p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,023,15162,Staff,MW 2-3:15p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,024,15163,Staff,TR 9:30-10:45a,Lecture,Open,19
EXPOS-UA,EXPOS-UA 4,,032,15164,Staff,TR 4:55-6:10p,Lecture,Open,19
EXPOS-UA,EXPOS-UA 5,,001,15287,Staff,Does Not Meet,Lecture,Open,68
EXPOS-UA,EXPOS-UA 5,,002,15288,Staff,MW 4:55-6:10p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,003,15289,Staff,MW 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,004,15290,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,005,15291,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,006,15292,Staff,MW 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,007,15293,Staff,MW 4:55-6:10p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,008,15294,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,009,15295,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,010,15296,Staff,MW 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,011,15297,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,012,15298,Staff,MW 4:55-6:10p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,013,15299,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,014,15300,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,017,15303,Staff,TR 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,018,15304,Staff,TR 8-9:15a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,019,15305,Staff,TR 4:55-6:10p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,020,15306,Staff,MW 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,021,15307,Staff,Does Not Meet,Lecture,Open,68
EXPOS-UA,EXPOS-UA 5,,022,15308,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,023,15309,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,024,15310,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,025,15311,Staff,MW 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,026,15312,Staff,MW 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,027,15313,Staff,MW 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,028,15314,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,030,15316,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,031,15317,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,032,15318,Staff,TR 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,033,15319,Staff,MW 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,034,15320,Staff,TR 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,035,15321,Staff,MW 4:55-6:10p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,036,15322,Staff,TR 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,037,15323,Staff,TR 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,039,15325,Staff,TR 8-9:15a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,040,15326,Staff,Does Not Meet,Lecture,Open,68
EXPOS-UA,EXPOS-UA 5,,041,15327,Staff,TR 8-9:15a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,042,15328,Staff,TR 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,043,15329,Staff,TR 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,044,15330,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,045,15331,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,046,15332,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,047,15333,Staff,MW 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,048,15334,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,049,15335,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,050,15336,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,051,15337,Staff,MW 4:55-6:10p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,052,15338,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,053,15339,Staff,MW 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,054,15340,Staff,TR 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,056,15341,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,057,15342,Staff,MW 4:55-6:10p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,058,15343,Staff,Does Not Meet,Lecture,Open,68
EXPOS-UA,EXPOS-UA 5,,060,15344,Staff,MW 8-9:15a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,062,15346,Staff,MW 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,063,15347,Staff,TR 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,064,15348,Staff,MW 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,065,15349,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,066,15350,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,069,15351,Staff,MW 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,070,15352,Staff,MW 12:30-1:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,071,15353,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,072,15354,Staff,TR 8-9:15a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,073,15355,Staff,MW 3:30-4:45p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,075,15356,Staff,TR 11a-12:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,076,15357,Staff,MW 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,077,15358,Staff,TR 2-3:15p,WKS,Open,68
EXPOS-UA,EXPOS-UA 5,,078,15359,Staff,TR 9:30-10:45a,WKS,Open,68
EXPOS-UA,EXPOS-UA 9,,001,15167,Staff,MW 8-9:15a,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,003,15168,Staff,MW 11a-12:15p,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,005,15169,Staff,TR 9:30-10:45a,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,006,15170,Staff,TR 11a-12:15p,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,007,15171,Staff,MW 12:30-1:45p,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,008,15172,Staff,TR 12:30-1:45p,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,009,15173,Staff,MW 2-3:15p,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,010,15174,Staff,TR 2-3:15p,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,012,15175,Staff,MW 8-9:15a,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,013,15176,Staff,MW 8-9:15a,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,014,15177,Staff,MW 8-9:15a,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,015,15178,Staff,MW 4:55-6:10p,Lecture,Open,13
EXPOS-UA,EXPOS-UA 9,,016,15179,Staff,MW 11a-12:15p,Lecture,Open,13
FREN-UA,FREN-UA 1,,001,16924,Staff,MWF 8-9:15a,Lecture,Open,11
FREN-UA,FREN-UA 1,,002,16925,Staff,MWF 9:30-10:45a,Lecture,Open,11
FREN-UA,FREN-UA 1,,003,16926,Staff,MWF 11a-12:15p,Lecture,Open,11
FREN-UA,FREN-UA 1,,004,16927,Staff,MWF 12:30-1:45p,Lecture,Open,11
FREN-UA,FREN-UA 1,,005,16929,Staff,MWF 2-3:15p,Lecture,Open,11
FREN-UA,FREN-UA 1,,006,16931,Staff,MWF 2-3:15p,Lecture,Open,11
FREN-UA,FREN-UA 1,,007,16932,Staff,MWF 3:30-4:45p,Lecture,Open,11
FREN-UA,FREN-UA 1,,008,16933,Staff,MWF 4:55-6:10p,Lecture,Open,11
FREN-UA,FREN-UA 1,,009,16934,Staff,TRF 9:30-10:45a,Lecture,Open,11
FREN-UA,FREN-UA 1,,010,16935,Staff,TRF 3:30-4:45p,Lecture,Open,11
FREN-UA,FREN-UA 1,,011,16936,Staff,TR 12:30-2:30p,Lecture,Open,11
FREN-UA,FREN-UA 10,,001,16943,Staff,MTWRF 8-9:15a,Lecture,Open,3
FREN-UA,FREN-UA 10,,002,16944,Staff,MTWRF 9:30-10:45a,Lecture,Open,3
FREN-UA,FREN-UA 10,,003,16945,Staff,MTWRF 11a-12:15p,Lecture,Open,3
FREN-UA,FREN-UA 101,,001,16969,Staff,TRF 9:30-10:45a,Lecture,Open,3
FREN-UA,FREN-UA 101,,002,16971,Staff,TRF 11a-12:15p,Lecture,Open,3
FREN-UA,FREN-UA 101,,003,16973,Staff,TRF 2-3:15p,Lecture,Open,3
FREN-UA,FREN-UA 103,,001,16975,Staff,TR 11a-12:15p,Lecture,Open,1
FREN-UA,FREN-UA 105,,001,16977,Staff,MW 11a-12:15p,Lecture,Open,4
FREN-UA,FREN-UA 105,,002,16979,Staff,MW 2-3:15p,Lecture,Open,4
FREN-UA,FREN-UA 105,,010,16981,Staff,F 11a-12:15p,Lab,Open,4
FREN-UA,FREN-UA 105,,020,16983,Staff,F 2-3:15p,Lab,Open,4
FREN-UA,FREN-UA 107,,001,16985,Staff,TR 2-3:15p,Lecture,Open,1
FREN-UA,FREN-UA 11,,001,16946,Staff,TRF 8-9:15a,Lecture,Open,7
FREN-UA,FREN-UA 11,,002,16947,Staff,TRF 9:30-10:45a,Lecture,Open,7
FREN-UA,FREN-UA 11,,003,16948,Staff,TRF 11a-12:15p,Lecture,Open,7
FREN-UA,FREN-UA 11,,004,16949,Staff,TRF 12:30-1:45p,Lecture,Open,7
FREN-UA,FREN-UA 11,,005,16950,Staff,TRF 2-3:15p,Lecture,Open,7
FREN-UA,FREN-UA 11,,006,16951,Staff,TRF 3:30-4:45p,Lecture,Open,7
FREN-UA,FREN-UA 11,,007,16952,Staff,TR 12:30-2:30p,Lecture,Open,7
FREN-UA,FREN-UA 110,,001,16987,Staff,MW 9:30-10:45a,Lecture,Open,1
FREN-UA,FREN-UA 12,,001,16953,Staff,TRF 8-9:15a,Lecture,Open,7
FREN-UA,FREN-UA 12,,002,16954,Staff,TRF 9:30-10:45a,Lecture,Open,7
FREN-UA,FREN-UA 12,,003,16955,Staff,TRF 11a-12:15p,Lecture,Open,7
FREN-UA,FREN-UA 12,,004,16956,Staff,TRF 12:30-1:45p,Lecture,Open,7
FREN-UA,FREN-UA 12,,005,16957,Staff,TRF 3:30-4:45p,Lecture,Open,7
FREN-UA,FREN-UA 12,,006,16958,Staff,TRF 4:55-6:10p,Lecture,Open,7
FREN-UA,FREN-UA 12,,007,16959,Staff,TR 12:30-2:30p,Lecture,Open,7
FREN-UA,FREN-UA 140,,001,17019,Staff,MW 9:30-10:45a,Lecture,Open,1
FREN-UA,FREN-UA 163,,001,16989,Staff,TR 2-3:15p,Lecture,Open,1
FREN-UA,FREN-UA 2,,001,16937,Staff,MWF 8-9:15a,Lecture,Open,6
FREN-UA,FREN-UA 2,,002,16938,Staff,MWF 9:30-10:45a,Lecture,Open,6
FREN-UA,FREN-UA 2,,003,16939,Staff,MWF 11a-12:15p,Lecture,Open,6
FREN-UA,FREN-UA 2,,004,16940,Staff,MWF 12:30-1:45p,Lecture,Open,6
FREN-UA,FREN-UA 2,,005,16941,Staff,MWF 2-3:15p,Lecture,Open,6
FREN-UA,FREN-UA 2,,006,16942,Staff,TR 12:30-2:30p,Lecture,Open,6
FREN-UA,FREN-UA 20,,001,16960,Staff,MTWRF 8-9:15a,Lecture,Open,3
FREN-UA,FREN-UA 20,,002,16961,Staff,MTWRF 9:30-10:45a,Lecture,Open,3
FREN-UA,FREN-UA 20,,003,16962,Staff,MTWRF 12:30-1:45p,Lecture,Open,3
FREN-UA,FREN-UA 30,,001,16963,Staff,MWF 9:30-10:45a,Lecture,Open,5
FREN-UA,FREN-UA 30,,002,16965,Staff,MWF 11a-12:15p,Lecture,Open,5
FREN-UA,FREN-UA 30,,003,17422,Staff,MWF 12:30-1:45p,Lecture,Open,5
FREN-UA,FREN-UA 30,,004,16967,Staff,MWF 2-3:15p,Lecture,Open,5
FREN-UA,FREN-UA 30,,005,16964,Staff,TR 12:30-2:30p,Lecture,Open,5
FREN-UA,FREN-UA 632,,001,16991,Staff,MW 4:55-6:10p,Lecture,Open,1
FREN-UA,FREN-UA 865,,001,16993,Staff,MW 11a-12:15p,Lecture,Open,1
FREN-UA,FREN-UA 865,,002,16995,Staff,MW 2-3:15p,Lecture,Open,1
FREN-UA,FREN-UA 890,,001,17021,Staff,TR 9:30-10:45a,Lecture,Open,1
FREN-UA,FREN-UA 904,,001,17015,Staff,T 8-9:15a,WKS,Open,2
FREN-UA,FREN-UA 904,,002,17017,Staff,W 8-9:15a,WKS,Open,2
FREN-UA,FREN-UA 905,,001,17013,Staff,F 9:30-10:45a,Seminar,Open,1
FREN-UA,FREN-UA 935,,001,16997,Staff,TR 11a-12:15p,Lecture,Open,1
FREN-UA,FREN-UA 965,,001,16999,Staff,TR 3:30-4:45p,Lecture,Open,1
FREN-UA,FREN-UA 965,,002,17001,Staff,MW 12:30-1:45p,Lecture,Open,1
FREN-UA,FREN-UA 980,,001,17003,Staff,Does Not Meet,Independent,Open,1
FREN-UA,FREN-UA 991,,001,17005,Staff,TR 3:30-4:45p,Seminar,Open,1
FREN-UA,FREN-UA 991,,002,17007,Staff,MW 3:30-4:45p,Seminar,Open,1
FREN-UA,FREN-UA 995,,001,17009,Staff,R 4:55-6:10p,Independent,Open,1
FREN-UA,FREN-UA 997,,001,17011,Staff,Does Not Meet,Independent,Open,1
FYSEM-UA,FYSEM-UA 900,,103,22421,Staff,MW 3:30-4:45p,Seminar,Open,1
GERM-UA,GERM-UA 1,,001,10790,Staff,MWF 9:30-10:45a,Lecture,Open,4
GERM-UA,GERM-UA 1,,002,10791,Staff,TRF 11a-12:15p,Lecture,Open,4
GERM-UA,GERM-UA 1,,003,10792,Staff,MWF 12:30-1:45p,Lecture,Open,4
GERM-UA,GERM-UA 1,,004,10793,Staff,TR 3:30-4:45p,Lecture,Open,4
GERM-UA,GERM-UA 10,,001,10799,Staff,MTWRF 12:30-1:45p,Lecture,Open,1
GERM-UA,GERM-UA 111,,001,10800,Staff,MW 11a-12:15p,Seminar,Open,1
GERM-UA,GERM-UA 153,,001,10801,Staff,TR 9:30-10:45a,Seminar,Open,1
GERM-UA,GERM-UA 2,,001,10794,Staff,MWF 2-3:15p,Lecture,Open,2
GERM-UA,GERM-UA 2,,002,10795,Staff,TRF 12:30-1:45p,Lecture,Open,2
GERM-UA,GERM-UA 202,,001,10802,Staff,TR 3:30-4:45p,Lecture,Open,1
GERM-UA,GERM-UA 202,,002,22071,Staff,R 11a-1:45p,Lecture,Open,1
GERM-UA,GERM-UA 3,,001,10796,Staff,MWF 9:30-10:45a,Lecture,Open,2
GERM-UA,GERM-UA 3,,002,10797,Staff,TRF 11a-12:15p,Lecture,Open,2
GERM-UA,GERM-UA 4,,001,10798,Staff,MWF 3:30-4:45p,Lecture,Open,1
GERM-UA,GERM-UA 466,,001,10804,Staff,MW 2-3:15p,Seminar,Open,1
GERM-UA,GERM-UA 977,,001,10805,Staff,F 8-8:50a,Independent,Open,1
GERM-UA,GERM-UA 990,,001,10806,Staff,MW 8-9:15a,Independent,Open,2
GERM-UA,GERM-UA 990,,002,10807,Staff,TR 8-9:15a,Independent,Open,2
GERM-UA,GERM-UA 999,,001,10808,Staff,R 11a-1:45p,Seminar,Open,1
HBRJD-UA,HBRJD-UA 1,,001,11658,Staff,TRF 11a-12:15p,Lecture,Open,2
HBRJD-UA,HBRJD-UA 1,,002,11659,Staff,TRF 12:30-1:45p,Lecture,Open,2
HBRJD-UA,HBRJD-UA 10,,001,11667,Staff,TR 3:30-4:45p,Lecture,Open,1
HBRJD-UA,HBRJD-UA 14,,001,11664,Staff,TR 9:30-10:45a,Lecture,Open,1
HBRJD-UA,HBRJD-UA 152,,001,11675,Staff,MW 9:30-10:45a,Lecture,Open,1
HBRJD-UA,HBRJD-UA 162,,001,11670,Staff,Does Not Meet,Lecture,Open,5
HBRJD-UA,HBRJD-UA 162,,002,11671,Staff,W 12:30-1:20p,Recitation,Open,5
HBRJD-UA,HBRJD-UA 162,,003,11672,Staff,W 1:30-2:20p,Recitation,Open,5
HBRJD-UA,HBRJD-UA 162,,004,11673,Staff,W 11:15a-12:05p,Recitation,Open,5
HBRJD-UA,HBRJD-UA 162,,005,11674,Staff,W 10:15-11:05a,Recitation,Open,5
HBRJD-UA,HBRJD-UA 164,,001,11677,Staff,TR 9:30-10:45a,Lecture,Open,1
HBRJD-UA,HBRJD-UA 2,,002,11660,Staff,MWF 11a-12:15p,Lecture,Open,1
HBRJD-UA,HBRJD-UA 3,,002,11661,Staff,TRF 11a-12:15p,Lecture,Open,1
HBRJD-UA,HBRJD-UA 4,,001,11662,Staff,TRF 12:30-1:45p,Lecture,Open,2
HBRJD-UA,HBRJD-UA 4,,002,11663,Staff,MW 2:05-4p,Lecture,Open,2
HBRJD-UA,HBRJD-UA 422,,001,11668,Staff,MW 9:30-10:45a,Seminar,Open,1
HBRJD-UA,HBRJD-UA 625,,001,21897,Staff,TR 12:30-1:45p,Lecture,Open,1
HBRJD-UA,HBRJD-UA 685,,001,11666,Staff,MW 2-3:15p,Lecture,Open,1
HBRJD-UA,HBRJD-UA 778,,001,11678,Staff,TR 3:30-4:45p,Seminar,Open,1
HBRJD-UA,HBRJD-UA 948,,001,21371,Staff,MW 3:30-4:45p,Lecture,Open,1
HEL-UA,HEL-UA 103,,001,6762,Staff,TRF 11a-12:15p,Lecture,Open,1
HEL-UA,HEL-UA 105,,001,6763,Staff,TRF 12:30-1:45p,Lecture,Open,1
HEL-UA,HEL-UA 107,,001,6764,Staff,W 3:30-6p,Lecture,Open,1
HEL-UA,HEL-UA 130,,001,6765,Staff,W 2-4:30p,Seminar,Open,1
HEL-UA,HEL-UA 242,,001,22298,Staff,TR 2-3:15p,Lecture,Open,1
HEL-UA,HEL-UA 283,,001,22299,Staff,MW 11a-12:15p,Lecture,Open,1
HEL-UA,HEL-UA 980,,001,6767,Staff,F 4:55-7:25p,Internship,Open,1
HEL-UA,HEL-UA 997,,001,6768,Staff,F 2-4:30p,Independent,Open,1
HIST-UA,HIST-UA 117,,001,21289,Staff,MW 9:30-10:45a,Lecture,Open,1
HIST-UA,HIST-UA 117,,002,21974,Staff,MW 9:30-10:45a,Lecture,Open,1
HIST-UA,HIST-UA 161,,001,11685,Staff,MW 3:30-4:45p,Lecture,Open,1
HIST-UA,HIST-UA 167,,001,11688,Staff,T 8-10:45a,Lecture,Open,1
HIST-UA,HIST-UA 175,,001,11689,Staff,W 4:55-7:40p,CLQ,Open,1
HIST-UA,HIST-UA 175,,002,11690,Staff,MW 3:30-4:45p,CLQ,Open,1
HIST-UA,HIST-UA 182,,001,11775,Staff,MW 11a-12:15p,Lecture,Open,1
HIST-UA,HIST-UA 187,,001,11776,Staff,TR 2-3:15p,Lecture,Open,1
HIST-UA,HIST-UA 200,,001,9648,Staff,TR 2-3:15p,Lecture,Open,1
HIST-UA,HIST-UA 208,,001,11725,Staff,TR 9:30-10:45a,Lecture,Open,1
HIST-UA,HIST-UA 211,,001,11709,Staff,TR 12:30-1:45p,Lecture,Open,1
HIST-UA,HIST-UA 22,,001,11710,Staff,TR 4:55-6:10p,Lecture,Open,1
HIST-UA,HIST-UA 269,,001,11788,Staff,W 12:30-3p,Seminar,Open,1
HIST-UA,HIST-UA 275,,001,11686,Staff,W 2-5p,Seminar,Open,1
HIST-UA,HIST-UA 283,,001,11693,Staff,TR 4:55-6:10p,Lecture,Open,1
HIST-UA,HIST-UA 283,,002,11694,Staff,TR 11a-12:15p,Lecture,Open,1
HIST-UA,HIST-UA 292,,001,11695,Staff,MW 12:30-1:45p,Lecture,Open,1
HIST-UA,HIST-UA 293,,001,11696,Staff,M 4:55-7:40p,CLQ,Open,1
HIST-UA,HIST-UA 347,,001,11726,Staff,TR 2-3:15p,Lecture,Open,1
HIST-UA,HIST-UA 375,,001,11724,Staff,T 4:55-7:40p,Seminar,Open,1
HIST-UA,HIST-UA 401,,001,11691,Staff,T 9:30a-12:15p,Seminar,Open,1
HIST-UA,HIST-UA 421,,001,11713,Staff,W 8-10:45a,Seminar,Open,1
HIST-UA,HIST-UA 441,,001,11708,Staff,T 8-10:45a,Seminar,Open,1
HIST-UA,HIST-UA 446,,001,11729,Staff,W 2-4:45p,Seminar,Open,1
HIST-UA,HIST-UA 525,,001,11718,Staff,R 8-10:45a,Seminar,Open,1
HIST-UA,HIST-UA 536,,001,11697,Staff,W 9:30a-12:15p,CLQ,Open,1
HIST-UA,HIST-UA 537,,001,11698,Staff,MW 3:30-4:45p,Lecture,Open,1
HIST-UA,HIST-UA 542,,001,21344,Staff,MW 12:30-1:45p,Lecture,Open,5
HIST-UA,HIST-UA 542,,002,21624,Staff,T 9:30-10:45a,Recitation,Open,5
HIST-UA,HIST-UA 542,,003,21740,Staff,T 9:30-10:45a,Recitation,Open,5
HIST-UA,HIST-UA 542,,004,22030,Staff,T 12:30-1:45p,Recitation,Open,5
HIST-UA,HIST-UA 542,,005,22054,Staff,T 12:30-1:45p,Recitation,Open,5
HIST-UA,HIST-UA 546,,001,11699,Staff,TR 11a-12:15p,Lecture,Open,1
HIST-UA,HIST-UA 550,,001,21346,Staff,W 2-4:45p,Seminar,Open,1
HIST-UA,HIST-UA 552,,001,11700,Staff,R 2-4:45p,Seminar,Open,1
HIST-UA,HIST-UA 556,,001,11719,Staff,T 2-4:45p,Seminar,Open,1
HIST-UA,HIST-UA 558,,001,11731,Staff,TR 11a-12:15p,Lecture,Open,1
HIST-UA,HIST-UA 565,,001,11701,Staff,W 2-4:45p,CLQ,Open,1
HIST-UA,HIST-UA 570,,001,21815,Staff,M 4:55-7:40p,CLQ,Open,1
HIST-UA,HIST-UA 572,,001,11720,Staff,T 9:30a-12:15p,Seminar,Open,1
HIST-UA,HIST-UA 587,,001,11679,Staff,TR 9:30-10:45a,Lecture,Open,1
HIST-UA,HIST-UA 60,,001,21372,Staff,MW 12:30-1:45p,Lecture,Open,1
HIST-UA,HIST-UA 629,,001,11702,Staff,TR 9:30-10:45a,Lecture,Open,1
HIST-UA,HIST-UA 629,,002,9649,Staff,Does Not Meet,Lecture,Open,1
HIST-UA,HIST-UA 647,,001,11703,Staff,MW 8-9:15a,Lecture,Open,1
HIST-UA,HIST-UA 651,,001,22055,Staff,MW 3:30-4:45p,Lecture,Open,1
HIST-UA,HIST-UA 681,,001,21639,Staff,MW 12:30-1:45p,Lecture,Open,1
HIST-UA,HIST-UA 70,,001,11714,Staff,T 2:45-4:45p,Lecture,Open,1
HIST-UA,HIST-UA 709,,001,11711,Staff,T 4:55-7:40p,Seminar,Open,1
HIST-UA,HIST-UA 745,,001,11704,Staff,MW 11a-12:15p,Lecture,Open,1
HIST-UA,HIST-UA 747,,001,11721,Staff,TR 2-3:15p,Lecture,Open,1
HIST-UA,HIST-UA 765,,001,11728,Staff,M 3-5:45p,Seminar,Open,1
HIST-UA,HIST-UA 808,,001,21288,Staff,MW 2-3:15p,Lecture,Open,1
HIST-UA,HIST-UA 814,,001,11712,Staff,TR 9:30-10:45a,Lecture,Open,1
HIST-UA,HIST-UA 9,,001,11681,Staff,MW 11a-12:15p,Lecture,Open,3
HIST-UA,HIST-UA 9,,002,11682,Staff,T 8-9:15a,Recitation,Open,3
HIST-UA,HIST-UA 9,,003,11683,Staff,R 4:55-6:10p,Recitation,Open,3
HIST-UA,HIST-UA 903,,001,11732,Staff,M 8-10:45a,WKS,Open,1
HIST-UA,HIST-UA 905,,001,11733,Staff,T 8-10:45a,WKS,Open,1
HIST-UA,HIST-UA 910,,001,11715,Staff,T 2-4:45p,WKS,Open,1
HIST-UA,HIST-UA 911,,001,11716,Staff,M 2-4:45p,WKS,Open,1
HIST-UA,HIST-UA 913,,001,11717,Staff,W 4:55-7:40p,WKS,Open,1
HIST-UA,HIST-UA 916,,001,11727,Staff,R 2-4:45p,CLQ,Open,1
HIST-UA,HIST-UA 93,,001,21345,Staff,MW 12:30-1:45p,Lecture,Open,1
HIST-UA,HIST-UA 980,,001,11705,Staff,Does Not Meet,Independent,Open,1
HIST-UA,HIST-UA 994,,001,11706,Staff,W 9:30a-12:15p,Seminar,Open,1
